Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2017,133,CRW,1101,307
2017,133,CRW,1102,222
2017,133,CRW,1103,70
2017,133,CRW,1104,68
2017,133,CRW,1105,351
2017,133,CRW,1106,342
2017,133,CRW,1107,125
2017,133,CRW,1108,288
2017,133,CRW,1110,303
2017,133,CRW,1111,286
2017,133,CRW,1112,7
2017,133,CRW,1113,119
2017,133,CRW,1114,254
2017,133,CRW,1115,347
2017,133,CRW,1116,32
2017,133,CRW,1117,136
2017,133,CRW,1119,227
2017,133,CRW,1120,103
2017,133,CRW,1122,295
2017,133,CRW,1123,154
2017,133,CRW,1124,12
2017,133,CRW,1125,77
2017,133,CRW,1126,345
2017,133,CRW,1127,298
2017,133,CRW,1129,85
2017,133,CRW,1130,184
2017,133,CRW,1131,174
2017,133,CRW,1132,224
2017,133,CRW,1133,218
2017,133,CRW,1135,261
2017,133,CRW,1136,280
2017,133,CRW,1137,66
2017,133,CRW,1138,140
2017,133,CRW,1139,21
2017,133,CRW,1140,61
2017,133,CRW,1141,225
2017,133,CRW,1142,308
2017,133,CRW,1143,50
2017,133,CRW,1144,263
2017,133,CRW,1145,167
2017,133,CRW,1146,317
2017,133,CRW,1148,340
2017,133,CRW,1149,305
2017,133,CRW,1150,231
2017,133,CRW,1151,129
2017,133,CRW,1152,336
2017,133,CRW,1153,15
2017,133,CRW,1154,300
2017,133,CRW,1155,69
2017,133,CRW,1156,252
2017,133,CRW,1157,196
2017,133,CRW,1158,79
2017,133,CRW,1159,289
2017,133,CRW,1160,81
2017,133,CRW,1161,78
2017,133,CRW,1162,244
2017,133,CRW,1163,99
2017,133,CRW,1164,343
2017,133,CRW,1165,284
2017,133,CRW,1166,26
2017,133,CRW,1167,105
2017,133,CRW,1168,259
2017,133,CRW,1169,294
2017,133,CRW,1170,299
2017,133,CRW,1171,304
2017,133,CRW,1172,93
2017,133,CRW,1173,33
2017,133,CRW,1174,266
2017,133,CRW,1175,339
2017,133,CRW,1176,208
2017,133,CRW,1177,206
2017,133,CRW,1178,301
2017,133,CRW,1179,276
2017,133,CRW,1180,275
2017,133,CRW,1181,10
2017,133,CRW,1182,230
2017,133,CRW,1183,248
2017,133,CRW,1184,264
2017,133,CRW,1185,159
2017,133,CRW,1186,170
2017,133,CRW,1187,182
2017,133,CRW,1188,332
2017,133,CRW,1189,149
2017,133,CRW,1190,60
2017,133,CRW,1191,152
2017,133,CRW,1192,279
2017,133,CRW,1193,193
2017,133,CRW,1194,281
2017,133,CRW,1195,90
2017,133,CRW,1196,8
2017,133,CRW,1197,349
2017,133,CRW,1198,306
2017,133,CRW,1199,20
2017,133,CRW,1200,203
2017,133,CRW,1201,101
2017,133,CRW,1202,112
2017,133,CRW,1203,117
2017,133,CRW,1204,165
2017,133,CRW,1205,187
2017,133,CRW,1206,107
2017,133,CRW,1207,83
2017,133,CRW,1208,56
2017,133,CRW,1209,128
2017,133,CRW,1210,97
2017,133,CRW,1211,1
2017,133,CRW,1212,327
2017,133,CRW,1213,137
2017,133,CRW,1214,302
2017,133,CRW,1216,321
2017,133,CRW,1217,121
2017,133,CRW,1218,246
2017,133,CRW,1219,250
2017,133,CRW,1220,179
2017,133,CRW,1221,213
2017,133,CRW,1222,44
2017,133,CRW,1223,217
2017,133,CRW,1224,337
2017,133,CRW,1225,236
2017,133,CRW,1226,335
2017,133,CRW,1227,243
2017,133,CRW,1228,65
2017,133,CRW,1229,46
2017,133,CRW,1230,309
2017,133,CRW,1231,51
2017,133,CRW,1232,214
2017,133,CRW,1233,109
2017,133,CRW,1234,74
2017,133,CRW,1235,22
2017,133,CRW,1236,161
2017,133,CRW,1237,233
2017,133,CRW,1238,326
2017,133,CRW,1239,293
2017,133,CRW,1240,189
2017,133,CRW,1241,245
2017,133,CRW,1242,5
2017,133,CRW,1243,45
2017,133,CRW,1244,271
2017,133,CRW,1245,124
2017,133,CRW,1246,3
2017,133,CRW,1247,130
2017,133,CRW,1248,318
2017,133,CRW,1249,240
2017,133,CRW,1250,116
2017,133,CRW,1251,194
2017,133,CRW,1252,169
2017,133,CRW,1253,238
2017,133,CRW,1254,229
2017,133,CRW,1255,344
2017,133,CRW,1256,88
2017,133,CRW,1257,6
2017,133,CRW,1258,156
2017,133,CRW,1259,223
2017,133,CRW,1260,133
2017,133,CRW,1261,188
2017,133,CRW,1262,267
2017,133,CRW,1263,333
2017,133,CRW,1264,268
2017,133,CRW,1265,297
2017,133,CRW,1266,42
2017,133,CRW,1267,127
2017,133,CRW,1268,34
2017,133,CRW,1269,150
2017,133,CRW,1270,328
2017,133,CRW,1271,310
2017,133,CRW,1272,94
2017,133,CRW,1273,175
2017,133,CRW,1274,36
2017,133,CRW,1275,274
2017,133,CRW,1276,24
2017,133,CRW,1277,47
2017,133,CRW,1278,27
2017,133,CRW,1279,76
2017,133,CRW,1280,110
2017,133,CRW,1281,209
2017,133,CRW,1282,211
2017,133,CRW,1283,160
2017,133,CRW,1284,62
2017,133,CRW,1285,210
2017,133,CRW,1286,237
2017,133,CRW,1287,205
2017,133,CRW,1288,322
2017,133,CRW,1290,341
2017,133,CRW,1291,192
2017,133,CRW,1292,35
2017,133,CRW,1293,216
2017,133,CRW,1294,291
2017,133,CRW,1295,155
2017,133,CRW,1296,219
2017,133,CRW,1297,126
2017,133,CRW,1298,198
2017,133,CRW,1299,350
2017,133,CRW,1300,185
2017,133,CRW,1301,111
2017,133,CRW,1303,195
2017,133,CRW,1304,113
2017,133,CRW,1305,37
2017,133,CRW,1306,151
2017,133,CRW,1307,106
2017,133,CRW,1308,75
2017,133,CRW,1309,191
2017,133,CRW,1310,270
2017,133,CRW,1311,296
2017,133,CRW,1312,290
2017,133,CRW,1313,285
2017,133,CRW,1314,4
2017,133,CRW,1315,153
2017,133,CRW,1316,249
2017,133,CRW,1317,315
2017,133,CRW,1318,162
2017,133,CRW,1319,331
2017,133,CRW,1320,164
2017,133,CRW,1321,40
2017,133,CRW,1322,312
2017,133,CRW,1323,23
2017,133,CRW,1324,91
2017,133,CRW,1325,95
2017,133,CRW,1326,71
2017,133,CRW,1328,104
2017,133,CRW,1329,28
2017,133,CRW,1330,118
2017,133,CRW,1331,273
2017,133,CRW,1332,9
2017,133,CRW,1333,262
2017,133,CRW,1334,220
2017,133,CRW,1335,177
2017,133,CRW,1336,98
2017,133,CRW,1337,269
2017,133,CRW,1338,72
2017,133,CRW,1339,242
2017,133,CRW,1340,258
2017,133,CRW,1341,314
2017,133,CRW,1342,348
2017,133,CRW,1343,59
2017,133,CRW,1344,55
2017,133,CRW,1345,18
2017,133,CRW,1346,283
2017,133,CRW,1347,260
2017,133,CRW,1348,30
2017,133,CRW,1349,139
2017,133,CRW,1350,86
2017,133,CRW,1351,212
2017,133,CRW,1352,251
2017,133,CRW,1353,148
2017,133,CRW,1354,334
2017,133,CRW,1355,204
2017,133,CRW,1356,147
2017,133,CRW,1357,292
2017,133,CRW,1358,235
2017,133,CRW,1359,163
2017,133,CRW,1360,215
2017,133,CRW,1361,87
2017,133,CRW,1362,92
2017,133,CRW,1363,201
2017,133,CRW,1364,325
2017,133,CRW,1365,120
2017,133,CRW,1366,316
2017,133,CRW,1367,241
2017,133,CRW,1368,247
2017,133,CRW,1369,257
2017,133,CRW,1370,272
2017,133,CRW,1371,53
2017,133,CRW,1372,221
2017,133,CRW,1373,146
2017,133,CRW,1374,13
2017,133,CRW,1375,234
2017,133,CRW,1376,31
2017,133,CRW,1377,145
2017,133,CRW,1378,287
2017,133,CRW,1379,323
2017,133,CRW,1380,319
2017,133,CRW,1381,338
2017,133,CRW,1382,84
2017,133,CRW,1383,346
2017,133,CRW,1384,253
2017,133,CRW,1385,123
2017,133,CRW,1386,186
2017,133,CRW,1387,239
2017,133,CRW,1388,16
2017,133,CRW,1389,122
2017,133,CRW,1390,100
2017,133,CRW,1391,330
2017,133,CRW,1392,178
2017,133,CRW,1393,58
2017,133,CRW,1394,199
2017,133,CRW,1395,54
2017,133,CRW,1396,114
2017,133,CRW,1397,73
2017,133,CRW,1398,168
2017,133,CRW,1399,277
2017,133,CRW,1400,96
2017,133,CRW,1401,80
2017,133,CRW,1402,183
2017,133,CRW,1403,64
2017,133,CRW,1404,200
2017,133,CRW,1405,131
2017,133,CRW,1406,108
2017,133,CRW,1407,158
2017,133,CRW,1408,265
2017,133,CRW,1409,134
2017,133,CRW,1410,311
2017,133,CRW,1411,197
2017,133,CRW,1412,172
2017,133,CRW,1413,207
2017,133,CRW,1414,144
2017,133,CRW,1415,324
2017,133,CRW,1416,63
2017,133,CRW,1417,11
2017,133,CRW,1418,132
2017,133,CRW,1419,282
2017,133,CRW,1420,171
2017,133,CRW,1421,102
2017,133,CRW,1422,115
2017,133,CRW,1423,43
2017,133,CRW,1424,226
2017,133,CRW,1425,48
2017,133,CRW,1426,67
2017,133,CRW,1427,255
2017,133,CRW,1428,57
2017,133,CRW,1429,142
2017,133,CRW,1430,202
2017,133,CRW,1431,190
2017,133,CRW,1433,29
2017,133,CRW,1434,82
2017,133,CRW,1435,38
2017,133,CRW,1436,52
2017,133,CRW,1437,2
2017,133,CRW,1438,19
2017,133,CRW,1439,49
2017,133,CRW,1440,329
2017,133,CRW,1441,313
2017,133,CRW,1442,320
2017,133,CRW,1443,228
2017,133,CRW,1444,157
2017,133,CRW,1447,232
2017,133,CRW,1448,39
2017,133,CRW,1449,176
2017,133,CRW,1450,166
2017,133,CRW,1451,173
2017,133,CRW,1452,14
2017,133,CRW,1453,180
2017,133,CRW,1454,256
2017,133,CRW,1455,17
2017,133,CRW,1456,138
2017,133,CRW,1457,89
2017,133,CRW,1458,25
2017,133,CRW,1459,181
2017,133,CRW,1460,141
2017,133,CRW,1461,143
2017,133,CRW,1462,41
2017,133,CRW,1463,135
2017,133,CRW,1464,278
