Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2017,107,ZAM,1101,285
2017,107,ZAM,1102,200
2017,107,ZAM,1103,100
2017,107,ZAM,1104,59
2017,107,ZAM,1105,351
2017,107,ZAM,1106,336
2017,107,ZAM,1107,142
2017,107,ZAM,1108,301
2017,107,ZAM,1110,287
2017,107,ZAM,1111,219
2017,107,ZAM,1112,23
2017,107,ZAM,1113,157
2017,107,ZAM,1114,215
2017,107,ZAM,1115,341
2017,107,ZAM,1116,52
2017,107,ZAM,1117,103
2017,107,ZAM,1119,235
2017,107,ZAM,1120,66
2017,107,ZAM,1122,304
2017,107,ZAM,1123,199
2017,107,ZAM,1124,12
2017,107,ZAM,1125,81
2017,107,ZAM,1126,343
2017,107,ZAM,1127,292
2017,107,ZAM,1129,84
2017,107,ZAM,1130,148
2017,107,ZAM,1131,179
2017,107,ZAM,1132,232
2017,107,ZAM,1133,247
2017,107,ZAM,1135,266
2017,107,ZAM,1136,270
2017,107,ZAM,1137,90
2017,107,ZAM,1138,128
2017,107,ZAM,1139,18
2017,107,ZAM,1140,77
2017,107,ZAM,1141,205
2017,107,ZAM,1142,314
2017,107,ZAM,1143,50
2017,107,ZAM,1144,289
2017,107,ZAM,1145,175
2017,107,ZAM,1146,302
2017,107,ZAM,1148,342
2017,107,ZAM,1149,303
2017,107,ZAM,1150,220
2017,107,ZAM,1151,76
2017,107,ZAM,1152,340
2017,107,ZAM,1153,19
2017,107,ZAM,1154,290
2017,107,ZAM,1155,34
2017,107,ZAM,1156,242
2017,107,ZAM,1157,182
2017,107,ZAM,1158,92
2017,107,ZAM,1159,251
2017,107,ZAM,1160,71
2017,107,ZAM,1161,105
2017,107,ZAM,1162,221
2017,107,ZAM,1163,102
2017,107,ZAM,1164,348
2017,107,ZAM,1165,254
2017,107,ZAM,1166,17
2017,107,ZAM,1167,113
2017,107,ZAM,1168,297
2017,107,ZAM,1169,229
2017,107,ZAM,1170,320
2017,107,ZAM,1171,288
2017,107,ZAM,1172,80
2017,107,ZAM,1173,39
2017,107,ZAM,1174,299
2017,107,ZAM,1175,339
2017,107,ZAM,1176,164
2017,107,ZAM,1177,189
2017,107,ZAM,1178,306
2017,107,ZAM,1179,227
2017,107,ZAM,1180,231
2017,107,ZAM,1181,11
2017,107,ZAM,1182,252
2017,107,ZAM,1183,223
2017,107,ZAM,1184,310
2017,107,ZAM,1185,110
2017,107,ZAM,1186,198
2017,107,ZAM,1187,201
2017,107,ZAM,1188,318
2017,107,ZAM,1189,151
2017,107,ZAM,1190,64
2017,107,ZAM,1191,121
2017,107,ZAM,1192,260
2017,107,ZAM,1193,186
2017,107,ZAM,1194,258
2017,107,ZAM,1195,124
2017,107,ZAM,1196,5
2017,107,ZAM,1197,346
2017,107,ZAM,1198,291
2017,107,ZAM,1199,27
2017,107,ZAM,1200,222
2017,107,ZAM,1201,123
2017,107,ZAM,1202,112
2017,107,ZAM,1203,149
2017,107,ZAM,1204,166
2017,107,ZAM,1205,210
2017,107,ZAM,1206,137
2017,107,ZAM,1207,45
2017,107,ZAM,1208,48
2017,107,ZAM,1209,131
2017,107,ZAM,1210,94
2017,107,ZAM,1211,3
2017,107,ZAM,1212,335
2017,107,ZAM,1213,162
2017,107,ZAM,1214,326
2017,107,ZAM,1216,327
2017,107,ZAM,1217,138
2017,107,ZAM,1218,248
2017,107,ZAM,1219,233
2017,107,ZAM,1220,184
2017,107,ZAM,1221,197
2017,107,ZAM,1222,32
2017,107,ZAM,1223,268
2017,107,ZAM,1224,344
2017,107,ZAM,1225,230
2017,107,ZAM,1226,323
2017,107,ZAM,1227,239
2017,107,ZAM,1228,98
2017,107,ZAM,1229,53
2017,107,ZAM,1230,295
2017,107,ZAM,1231,36
2017,107,ZAM,1232,171
2017,107,ZAM,1233,111
2017,107,ZAM,1234,75
2017,107,ZAM,1235,22
2017,107,ZAM,1236,133
2017,107,ZAM,1237,209
2017,107,ZAM,1238,325
2017,107,ZAM,1239,283
2017,107,ZAM,1240,224
2017,107,ZAM,1241,237
2017,107,ZAM,1242,10
2017,107,ZAM,1243,33
2017,107,ZAM,1244,264
2017,107,ZAM,1245,167
2017,107,ZAM,1246,8
2017,107,ZAM,1247,83
2017,107,ZAM,1248,333
2017,107,ZAM,1249,243
2017,107,ZAM,1250,114
2017,107,ZAM,1251,218
2017,107,ZAM,1252,160
2017,107,ZAM,1253,238
2017,107,ZAM,1254,267
2017,107,ZAM,1255,347
2017,107,ZAM,1256,72
2017,107,ZAM,1257,9
2017,107,ZAM,1258,190
2017,107,ZAM,1259,241
2017,107,ZAM,1260,107
2017,107,ZAM,1261,158
2017,107,ZAM,1262,272
2017,107,ZAM,1263,331
2017,107,ZAM,1264,280
2017,107,ZAM,1265,307
2017,107,ZAM,1266,30
2017,107,ZAM,1267,117
2017,107,ZAM,1268,46
2017,107,ZAM,1269,104
2017,107,ZAM,1270,316
2017,107,ZAM,1271,311
2017,107,ZAM,1272,95
2017,107,ZAM,1273,153
2017,107,ZAM,1274,44
2017,107,ZAM,1275,277
2017,107,ZAM,1276,24
2017,107,ZAM,1277,47
2017,107,ZAM,1278,42
2017,107,ZAM,1279,68
2017,107,ZAM,1280,108
2017,107,ZAM,1281,143
2017,107,ZAM,1282,249
2017,107,ZAM,1283,136
2017,107,ZAM,1284,97
2017,107,ZAM,1285,181
2017,107,ZAM,1286,250
2017,107,ZAM,1287,193
2017,107,ZAM,1288,328
2017,107,ZAM,1290,338
2017,107,ZAM,1291,211
2017,107,ZAM,1292,54
2017,107,ZAM,1293,188
2017,107,ZAM,1294,279
2017,107,ZAM,1295,163
2017,107,ZAM,1296,196
2017,107,ZAM,1297,141
2017,107,ZAM,1298,172
2017,107,ZAM,1299,349
2017,107,ZAM,1300,132
2017,107,ZAM,1301,89
2017,107,ZAM,1303,192
2017,107,ZAM,1304,85
2017,107,ZAM,1305,74
2017,107,ZAM,1306,173
2017,107,ZAM,1307,115
2017,107,ZAM,1308,129
2017,107,ZAM,1309,204
2017,107,ZAM,1310,257
2017,107,ZAM,1311,308
2017,107,ZAM,1312,271
2017,107,ZAM,1313,315
2017,107,ZAM,1314,6
2017,107,ZAM,1315,165
2017,107,ZAM,1316,276
2017,107,ZAM,1317,317
2017,107,ZAM,1318,156
2017,107,ZAM,1319,329
2017,107,ZAM,1320,122
2017,107,ZAM,1321,31
2017,107,ZAM,1322,312
2017,107,ZAM,1323,21
2017,107,ZAM,1324,125
2017,107,ZAM,1325,99
2017,107,ZAM,1326,69
2017,107,ZAM,1328,82
2017,107,ZAM,1329,26
2017,107,ZAM,1330,126
2017,107,ZAM,1331,212
2017,107,ZAM,1332,14
2017,107,ZAM,1333,263
2017,107,ZAM,1334,244
2017,107,ZAM,1335,187
2017,107,ZAM,1336,73
2017,107,ZAM,1337,282
2017,107,ZAM,1338,58
2017,107,ZAM,1339,206
2017,107,ZAM,1340,259
2017,107,ZAM,1341,313
2017,107,ZAM,1342,350
2017,107,ZAM,1343,96
2017,107,ZAM,1344,57
2017,107,ZAM,1345,7
2017,107,ZAM,1346,256
2017,107,ZAM,1347,261
2017,107,ZAM,1348,40
2017,107,ZAM,1349,109
2017,107,ZAM,1350,86
2017,107,ZAM,1351,216
2017,107,ZAM,1352,253
2017,107,ZAM,1353,118
2017,107,ZAM,1354,345
2017,107,ZAM,1355,202
2017,107,ZAM,1356,146
2017,107,ZAM,1357,300
2017,107,ZAM,1358,214
2017,107,ZAM,1359,174
2017,107,ZAM,1360,284
2017,107,ZAM,1361,70
2017,107,ZAM,1362,106
2017,107,ZAM,1363,195
2017,107,ZAM,1364,330
2017,107,ZAM,1365,168
2017,107,ZAM,1366,324
2017,107,ZAM,1367,213
2017,107,ZAM,1368,245
2017,107,ZAM,1369,278
2017,107,ZAM,1370,286
2017,107,ZAM,1371,56
